transaction_amount,velocity_score,geographic_risk,daily_volume,distance_from_home,is_fraud
0.4112159456781894,0.760534065830892,0.8575359659391721,-1.530958201585719,0.07490444979963985,1
1.4404595604419868,-1.5463207696573735,2.5027652240273346,-1.3329391071465775,2.9181065430951927,0
1.0352511941165743,-0.9619859600017575,1.6715652233016085,-0.9772174157961773,1.9124965867276924,1
-0.008898967482263598,-1.135062593480357,2.3287834953555135,-1.01333332106266,2.2533307115584233,0
1.0747654649287788,-0.9923011048853808,2.2276741608609143,-1.4401830091615142,2.2884919781386857,1
-1.627367672775346,-0.579798183557481,0.271541239509993,0.8514671295102623,0.2796158389106627,0
0.9500265317388648,-0.32363771981782596,2.107083510217306,-1.8643185276544365,1.7187923080605865,1
-1.370075011131377,-1.2281855861886017,2.187080293345679,-0.3215767237681389,1.9805449920180007,0
-1.069487598996365,-1.2146115099661383,2.024791178598505,-0.3031330153495493,1.924795188432911,0
-1.3434164973475289,-0.6044726195723589,0.23761334964349767,0.7990792920020626,0.32795902569455687,0
-0.9783912927075367,-0.7428135298058202,-1.6989996063063362,2.438643025655376,-0.7171488163480393,0
-1.7500314598713946,-1.403528736099857,2.736418706713213,-0.5033322603888832,2.377548194628696,0
-0.44976170635002466,-0.9214537100148505,-1.00265515815003,1.8064002357272224,-0.0591650665326068,1
1.1380973324207968,-2.2611616355722184,-0.16302166433039855,1.663008011349447,1.7014751472244574,1
-1.8258420255838008,-0.6011900069528693,-2.6645004058453576,3.4473198190652647,-1.5756973361028965,0
-0.16577832653363,-0.8338073367195641,0.8062143437177598,0.08506191126815488,1.061062439086156,0
0.8486490839727832,-0.03906859593000134,1.6659730360093845,-1.6947083719119258,1.2239969352947013,1
1.6357808889886378,1.4708064072696687,1.199305436306293,-2.8721777021194934,0.01242624591096475,1
-0.9513451538149555,-1.136650925780955,0.4591791909098183,0.9238037882187199,0.9135829510085447,0
2.6838533529782684,1.4216402666050918,1.646894757180261,-3.590302167623508,0.5191154814757816,1
-0.20496306069732995,-1.698681972568873,1.1830785440594362,0.5174796569917974,1.8990878463279992,0
2.2915629499531693,0.8576324318534793,0.6311240461550887,-2.0992542638584384,0.2102776908304532,1
0.9257250452532697,-1.232790350933947,1.300858846429042,-0.3896125716531987,1.8517723461159559,0
0.903876678321732,-1.0894333082890895,-0.7744670339902286,1.2669317948070102,0.4503599654681225,1
-0.9765720423075124,-1.0141865845575284,0.9592209284821187,0.4013428616773845,1.1349454288174203,0
-1.7225304180840657,-1.0496675147781171,1.422816616465465,0.3051728245586164,1.3125710012623253,0
0.810955745263274,-0.7308001970500495,-0.33938860930515924,0.6222909324617193,0.4521932305322215,1
0.8028721409503647,0.422457273277306,0.7940815126264446,-1.3288784458319443,0.345558781910765,1
1.0258527550257417,-0.8833611854853617,1.4986446592392673,-0.8935037805848508,1.7473208506867277,1
-0.30520940939805663,-0.7890276283072044,-1.4791644386321448,2.0476515877732737,-0.42364002685923025,0
1.871585312859921,0.8329226235514077,0.21239547901051548,-1.5691886758941123,-0.11096648674997031,1
0.8659504534131386,-1.2109768893042612,1.2641968560853434,-0.35541562114813013,1.8025158951170759,0
-0.4828279936071469,-1.376941353715745,-0.087655131203914,1.4270591763555478,0.8274657720775452,0
-3.5481773509268324,-2.3728581583156947,2.514126967991877,1.164506114057939,2.591997386586513,0
0.19108569703991463,-0.6718181779031094,-1.3524699323634777,1.6601654170324505,-0.3360182937643274,0
-0.8145373699979905,-1.2609149030194426,0.5943388954665081,0.8653936156025824,1.1107462430763662,0
-2.1566684967853655,-1.1152969852562462,-0.8905036877606565,2.4924069648705602,-0.16584872564035558,0
0.26852993904328093,1.115711383526224,1.5397020967999855,-2.3655777284289137,0.22437626621158782,1
0.7562206849050341,1.1649101627665348,1.9367988775865173,-2.9225640442766956,0.5272746518115838,1
-3.25933947952124,-0.4714799555482061,-0.2500126053824452,1.7927971435014152,-0.42219513703487216,0
-1.800781820321795,-1.6264696568222536,1.1073952849352153,1.096100521323724,1.507879427203628,0
1.0872989450249508,-2.164912122777542,-0.19175910635696214,1.6235193695695695,1.6063324052292451,1
1.258063973122738,1.0492454426891655,0.8259018896085718,-2.0565234240008943,0.007070745927736965,1
-1.1641070649373924,-0.4620481216029265,-2.9970325128106676,3.3733292981254652,-1.7600115190823848,0
2.18142143601455,1.6308070542885578,2.152431892274082,-4.019445322364787,0.5951548115187029,1
-1.378275474591776,-1.8895524093927931,0.9513032039011391,1.3019554213812106,1.67345581500824,0
-1.1742607717133984,-1.8749885507416981,1.0097900369215926,1.1659635933855188,1.7371801553097337,0
-1.8601478220392593,-1.184989623981826,-0.4428782690592269,2.062988735445419,0.21733937358010694,0
